107122,0.01,0.02,0.99,0.02,0.01,0.99,0.62,-1.03,60.70
107132,0.01,-0.00,0.97,0.02,0.01,0.99,0.50,-0.98,60.70
107142,0.01,0.01,1.00,0.02,0.01,0.99,0.60,-0.93,60.70
107184,0.02,0.01,0.97,0.02,0.01,0.99,0.60,-1.06,60.67
107194,0.02,0.01,0.99,0.02,0.01,0.99,0.67,-0.97,60.68
107204,0.03,0.01,0.99,0.02,0.01,0.99,0.65,-1.08,60.67
107214,0.00,0.01,0.98,0.02,0.01,0.99,0.65,-0.97,60.66
107224,0.02,-0.01,1.00,0.02,0.01,0.99,0.54,-1.02,60.64
107234,-0.00,0.02,0.97,0.01,0.01,0.99,0.58,-0.93,60.63
107244,0.03,0.01,1.00,0.02,0.01,0.99,0.59,-1.04,60.63
107254,0.02,0.01,1.00,0.02,0.01,0.99,0.49,-0.98,60.60
107264,0.02,0.01,1.00,0.02,0.01,0.99,0.40,-1.05,60.60
107392,0.02,0.03,0.98,0.02,0.01,0.99,0.51,-1.08,60.58
107402,0.02,0.02,0.98,0.02,0.01,0.99,0.61,-1.13,60.57
107412,0.00,0.01,0.98,0.02,0.01,0.99,0.58,-1.03,60.56
107422,0.02,0.01,1.00,0.02,0.01,0.99,0.51,-1.11,60.57
107432,0.01,-0.00,1.01,0.02,0.01,0.99,0.41,-1.05,60.55
107442,0.02,0.02,0.98,0.02,0.01,0.99,0.51,-1.08,60.54
107452,0.02,0.02,1.00,0.02,0.01,0.99,0.62,-1.05,60.55
107462,0.02,0.01,1.01,0.02,0.01,1.00,0.52,-1.12,60.55
107472,0.00,0.00,1.01,0.01,0.01,1.00,0.47,-1.01,60.56
107482,0.02,0.01,0.99,0.02,0.01,1.00,0.51,-1.14,60.53
107583,0.02,0.02,0.96,0.02,0.01,0.99,0.61,-1.19,60.51
107593,0.01,0.00,0.99,0.02,0.01,0.99,0.55,-1.09,60.51
107603,0.03,0.01,0.98,0.02,0.01,0.99,0.60,-1.18,60.51
107613,0.02,0.01,0.99,0.02,0.01,0.99,0.70,-1.13,60.49
107623,0.01,0.02,0.99,0.02,0.01,0.99,0.78,-1.06,60.49
107633,0.03,0.03,1.00,0.02,0.02,0.99,0.87,-1.12,60.48
107643,0.02,0.01,1.00,0.02,0.02,0.99,0.81,-1.21,60.49
107653,0.02,0.01,1.00,0.02,0.01,0.99,0.72,-1.12,60.49
107663,0.02,0.01,0.98,0.02,0.01,0.99,0.66,-1.02,60.48
107755,0.01,0.01,0.99,0.02,0.01,0.99,0.61,-0.93,60.46
107765,0.02,0.02,0.99,0.02,0.01,0.99,0.67,-1.03,60.45
107775,0.02,-0.00,1.00,0.02,0.01,0.99,0.55,-1.03,60.45
107785,0.02,0.01,0.98,0.02,0.01,0.99,0.66,-1.00,60.44
107795,0.02,0.01,0.99,0.02,0.01,0.99,0.71,-0.91,60.42
107805,0.03,0.02,1.01,0.02,0.01,0.99,0.74,-1.02,60.42
107815,0.01,0.00,0.99,0.02,0.01,0.99,0.64,-0.95,60.42
107825,0.03,0.01,0.98,0.02,0.01,0.99,0.65,-1.06,60.41
107835,0.03,0.01,1.00,0.02,0.01,0.99,0.59,-1.15,60.43
107845,0.02,-0.00,1.01,0.02,0.01,1.00,0.48,-1.17,60.42
107935,0.01,0.00,1.00,0.02,0.01,1.00,0.40,-1.08,60.42
107945,0.03,0.01,0.99,0.02,0.01,1.00,0.40,-1.21,60.40
107955,0.02,0.02,0.99,0.02,0.01,0.99,0.51,-1.21,60.40
107965,0.02,0.01,0.99,0.02,0.01,0.99,0.39,-1.22,60.39
107975,0.02,0.02,0.98,0.02,0.01,0.99,0.50,-1.22,60.38
107985,0.02,0.01,1.01,0.02,0.01,0.99,0.61,-1.23,60.38
107995,0.02,0.02,1.00,0.02,0.01,1.00,0.73,-1.23,60.38
108005,0.00,0.01,0.98,0.02,0.01,0.99,0.73,-1.11,60.38
108015,0.03,0.00,0.99,0.02,0.01,0.99,0.65,-1.21,60.37
108106,0.01,0.00,0.99,0.02,0.01,0.99,0.57,-1.14,60.36
108116,0.03,0.00,0.99,0.02,0.01,0.99,0.51,-1.23,60.37
108126,0.02,0.00,0.99,0.02,0.01,0.99,0.39,-1.24,60.38
108136,0.02,0.01,0.99,0.02,0.01,0.99,0.44,-1.13,60.38
108146,0.01,-0.00,0.99,0.02,0.01,0.99,0.34,-1.06,60.38
108156,0.04,0.03,0.98,0.02,0.01,0.99,0.43,-1.13,60.38
108166,0.02,0.02,0.98,0.02,0.01,0.99,0.53,-1.12,60.34
108176,0.02,0.01,1.00,0.02,0.01,0.99,0.50,-1.01,60.34
108186,0.01,0.02,1.00,0.02,0.01,0.99,0.60,-0.97,60.32
108196,0.01,0.02,1.00,0.02,0.01,0.99,0.70,-0.92,60.32
108287,0.01,0.01,0.98,0.02,0.01,0.99,0.63,-0.83,60.31
108297,0.01,-0.00,1.00,0.01,0.01,0.99,0.52,-0.77,60.30
108307,0.03,0.01,0.99,0.02,0.01,0.99,0.56,-0.88,60.29
108317,0.01,0.02,0.99,0.02,0.01,0.99,0.62,-0.78,60.30
108327,0.03,0.01,0.98,0.02,0.01,0.99,0.66,-0.88,60.31
108337,0.02,0.02,0.99,0.02,0.01,0.99,0.76,-0.93,60.30
108347,0.03,0.02,1.00,0.02,0.02,0.99,0.82,-1.02,60.29
